,STNAME,CTYNAME,YEAR,TOT_POP
1379,California,Contra Costa County,7,84599
1380,California,Contra Costa County,7,77191
1381,California,Contra Costa County,7,65669
1382,California,Contra Costa County,7,54059
1383,California,Contra Costa County,7,37382
1384,California,Contra Costa County,7,25656
1385,California,Contra Costa County,7,18745
1386,California,Contra Costa County,7,21774
1387,California,Contra Costa County,8,1124606
1388,California,Contra Costa County,8,65744
1389,California,Contra Costa County,8,73293
1390,California,Contra Costa County,8,76761
1391,California,Contra Costa County,8,72668
1392,California,Contra Costa County,8,69178
1393,California,Contra Costa County,8,68642
1394,California,Contra Costa County,8,72950
1395,California,Contra Costa County,8,73534
1396,California,Contra Costa County,8,75960
1397,California,Contra Costa County,8,81209
1398,California,Contra Costa County,8,84532
1399,California,Contra Costa County,8,78669
1400,California,Contra Costa County,8,67383
1401,California,Contra Costa County,8,56674
1402,California,Contra Costa County,8,39281
1403,California,Contra Costa County,8,26823
1404,California,Contra Costa County,8,18908
1405,California,Contra Costa County,8,22397
1406,California,Contra Costa County,9,1137194
1407,California,Contra Costa County,9,65863
1408,California,Contra Costa County,9,72934
1409,California,Contra Costa County,9,76838
1410,California,Contra Costa County,9,72774
1411,California,Contra Costa County,9,68189
1412,California,Contra Costa County,9,71369
1413,California,Contra Costa County,9,73913
1414,California,Contra Costa County,9,75805
1415,California,Contra Costa County,9,75533
1416,California,Contra Costa County,9,81612
1417,California,Contra Costa County,9,83553
1418,California,Contra Costa County,9,79535
1419,California,Contra Costa County,9,69210
1420,California,Contra Costa County,9,58839
1421,California,Contra Costa County,9,41177
1422,California,Contra Costa County,9,28116
1423,California,Contra Costa County,9,19146
1424,California,Contra Costa County,9,22788
1425,California,Contra Costa County,10,1144863
1426,California,Contra Costa County,10,65578
1427,California,Contra Costa County,10,71841
1428,California,Contra Costa County,10,77313
1429,California,Contra Costa County,10,72795
1430,California,Contra Costa County,10,67690
1431,California,Contra Costa County,10,72776
1432,California,Contra Costa County,10,73465
1433,California,Contra Costa County,10,77660
1434,California,Contra Costa County,10,75877
1435,California,Contra Costa County,10,81578
1436,California,Contra Costa County,10,81988
1437,California,Contra Costa County,10,79834
1438,California,Contra Costa County,10,70767
1439,California,Contra Costa County,10,58522
1440,California,Contra Costa County,10,44956
1441,California,Contra Costa County,10,29543
1442,California,Contra Costa County,10,19633
1443,California,Contra Costa County,10,23047
1444,California,Contra Costa County,11,1150215
1445,California,Contra Costa County,11,64973
1446,California,Contra Costa County,11,70774
1447,California,Contra Costa County,11,77366
1448,California,Contra Costa County,11,73055
1449,California,Contra Costa County,11,66640
1450,California,Contra Costa County,11,73055
1451,California,Contra Costa County,11,73953
1452,California,Contra Costa County,11,78936
1453,California,Contra Costa County,11,76498
1454,California,Contra Costa County,11,80738
1455,California,Contra Costa County,11,80749
1456,California,Contra Costa County,11,80276
1457,California,Contra Costa County,11,71759
1458,California,Contra Costa County,11,59161
1459,California,Contra Costa County,11,47276
1460,California,Contra Costa County,11,31351
1461,California,Contra Costa County,11,20413
1462,California,Contra Costa County,11,23242
1463,California,Del Norte County,1,28610
1464,California,Del Norte County,1,1703
1465,California,Del Norte County,1,1567
1466,California,Del Norte County,1,1718
1467,California,Del Norte County,1,1870
1468,California,Del Norte County,1,1799
1469,California,Del Norte County,1,2081
1470,California,Del Norte County,1,2000
1471,California,Del Norte County,1,1937
1472,California,Del Norte County,1,1895
1473,California,Del Norte County,1,2204
1474,California,Del Norte County,1,2246
1475,California,Del Norte County,1,1975
1476,California,Del Norte County,1,1742
1477,California,Del Norte County,1,1245
1478,California,Del Norte County,1,908
1479,California,Del Norte County,1,739
1480,California,Del Norte County,1,524
1481,California,Del Norte County,1,457
1482,California,Del Norte County,2,28610
1483,California,Del Norte County,2,1703
1484,California,Del Norte County,2,1567
1485,California,Del Norte County,2,1718
1486,California,Del Norte County,2,1870
1487,California,Del Norte County,2,1799
1488,California,Del Norte County,2,2081
1489,California,Del Norte County,2,2000
1490,California,Del Norte County,2,1937
1491,California,Del Norte County,2,1895
1492,California,Del Norte County,2,2204
1493,California,Del Norte County,2,2246
1494,California,Del Norte County,2,1975
1495,California,Del Norte County,2,1742
1496,California,Del Norte County,2,1245
1497,California,Del Norte County,2,908
1498,California,Del Norte County,2,739
1499,California,Del Norte County,2,524
1500,California,Del Norte County,2,457
1501,California,Del Norte County,3,28568
1502,California,Del Norte County,3,1714
1503,California,Del Norte County,3,1569
1504,California,Del Norte County,3,1723
1505,California,Del Norte County,3,1841
1506,California,Del Norte County,3,1796
1507,California,Del Norte County,3,2084
1508,California,Del Norte County,3,2008
1509,California,Del Norte County,3,1915
1510,California,Del Norte County,3,1884
1511,California,Del Norte County,3,2190
1512,California,Del Norte County,3,2233
1513,California,Del Norte County,3,1973
1514,California,Del Norte County,3,1753
1515,California,Del Norte County,3,1259
1516,California,Del Norte County,3,915
1517,California,Del Norte County,3,727
1518,California,Del Norte County,3,529
1519,California,Del Norte County,3,455
1520,California,Del Norte County,4,28442
1521,California,Del Norte County,4,1696
1522,California,Del Norte County,4,1603
1523,California,Del Norte County,4,1686
1524,California,Del Norte County,4,1750
1525,California,Del Norte County,4,1813
1526,California,Del Norte County,4,2087
1527,California,Del Norte County,4,2051
1528,California,Del Norte County,4,1876
1529,California,Del Norte County,4,1839
1530,California,Del Norte County,4,2081
1531,California,Del Norte County,4,2211
1532,California,Del Norte County,4,2021
1533,California,Del Norte County,4,1806
1534,California,Del Norte County,4,1266
1535,California,Del Norte County,4,953
1536,California,Del Norte County,4,686
1537,California,Del Norte County,4,546
1538,California,Del Norte County,4,471
1539,California,Del Norte County,5,28189
1540,California,Del Norte County,5,1646
1541,California,Del Norte County,5,1648
1542,California,Del Norte County,5,1624
1543,California,Del Norte County,5,1707
1544,California,Del Norte County,5,1817
1545,California,Del Norte County,5,2039
1546,California,Del Norte County,5,2103
1547,California,Del Norte County,5,1838
1548,California,Del Norte County,5,1787
1549,California,Del Norte County,5,1966
1550,California,Del Norte County,5,2130
1551,California,Del Norte County,5,2012
1552,California,Del Norte County,5,1809
1553,California,Del Norte County,5,1368
1554,California,Del Norte County,5,1008
1555,California,Del Norte County,5,658
1556,California,Del Norte County,5,574
1557,California,Del Norte County,5,455
1558,California,Del Norte County,6,27817
1559,California,Del Norte County,6,1626
1560,California,Del Norte County,6,1683
1561,California,Del Norte County,6,1559
1562,California,Del Norte County,6,1642
1563,California,Del Norte County,6,1750
1564,California,Del Norte County,6,1962
1565,California,Del Norte County,6,2097
1566,California,Del Norte County,6,1824
1567,California,Del Norte County,6,1709
1568,California,Del Norte County,6,1855
1569,California,Del Norte County,6,2055
1570,California,Del Norte County,6,2061
1571,California,Del Norte County,6,1827
1572,California,Del Norte County,6,1397
1573,California,Del Norte County,6,1066
1574,California,Del Norte County,6,677
1575,California,Del Norte County,6,557
1576,California,Del Norte County,6,470
1577,California,Del Norte County,7,27198
1578,California,Del Norte County,7,1591
1579,California,Del Norte County,7,1662
1580,California,Del Norte County,7,1582
1581,California,Del Norte County,7,1547
1582,California,Del Norte County,7,1620
1583,California,Del Norte County,7,1870
1584,California,Del Norte County,7,2054
1585,California,Del Norte County,7,1806
1586,California,Del Norte County,7,1635
1587,California,Del Norte County,7,1688
1588,California,Del Norte County,7,1993
1589,California,Del Norte County,7,2037
1590,California,Del Norte County,7,1827
1591,California,Del Norte County,7,1485
1592,California,Del Norte County,7,1078
1593,California,Del Norte County,7,713
1594,California,Del Norte County,7,539
1595,California,Del Norte County,7,471
1596,California,Del Norte County,8,27246
1597,California,Del Norte County,8,1572
1598,California,Del Norte County,8,1643
1599,California,Del Norte County,8,1533
1600,California,Del Norte County,8,1554
1601,California,Del Norte County,8,1596
1602,California,Del Norte County,8,1890
1603,California,Del Norte County,8,2038
1604,California,Del Norte County,8,1834
1605,California,Del Norte County,8,1613
1606,California,Del Norte County,8,1645
1607,California,Del Norte County,8,1896
1608,California,Del Norte County,8,2067
1609,California,Del Norte County,8,1871
1610,California,Del Norte County,8,1631
1611,California,Del Norte County,8,1062
1612,California,Del Norte County,8,763
1613,California,Del Norte County,8,545
1614,California,Del Norte County,8,493
1615,California,Del Norte County,9,27422
1616,California,Del Norte County,9,1630
1617,California,Del Norte County,9,1630
1618,California,Del Norte County,9,1564
1619,California,Del Norte County,9,1545
1620,California,Del Norte County,9,1565
1621,California,Del Norte County,9,1883
1622,California,Del Norte County,9,2004
1623,California,Del Norte County,9,1896
1624,California,Del Norte County,9,1586
1625,California,Del Norte County,9,1625
1626,California,Del Norte County,9,1834
1627,California,Del Norte County,9,2044
1628,California,Del Norte County,9,1939
1629,California,Del Norte County,9,1733
1630,California,Del Norte County,9,1109
1631,California,Del Norte County,9,802
1632,California,Del Norte County,9,506
1633,California,Del Norte County,9,527
1634,California,Del Norte County,10,27428
1635,California,Del Norte County,10,1606
1636,California,Del Norte County,10,1646
1637,California,Del Norte County,10,1679
1638,California,Del Norte County,10,1523
1639,California,Del Norte County,10,1528
1640,California,Del Norte County,10,1854
1641,California,Del Norte County,10,1955
1642,California,Del Norte County,10,1955
1643,California,Del Norte County,10,1538
1644,California,Del Norte County,10,1569
1645,California,Del Norte County,10,1734
1646,California,Del Norte County,10,2000
1647,California,Del Norte County,10,1976
1648,California,Del Norte County,10,1740
1649,California,Del Norte County,10,1212
1650,California,Del Norte County,10,850
1651,California,Del Norte County,10,498
1652,California,Del Norte County,10,565
1653,California,Del Norte County,11,27828
1654,California,Del Norte County,11,1560
1655,California,Del Norte County,11,1659
1656,California,Del Norte County,11,1688
1657,California,Del Norte County,11,1479
1658,California,Del Norte County,11,1584
1659,California,Del Norte County,11,1925
1660,California,Del Norte County,11,2008
1661,California,Del Norte County,11,2056
1662,California,Del Norte County,11,1634
1663,California,Del Norte County,11,1603
1664,California,Del Norte County,11,1641
1665,California,Del Norte County,11,1940
1666,California,Del Norte County,11,2033
1667,California,Del Norte County,11,1754
1668,California,Del Norte County,11,1276
1669,California,Del Norte County,11,893
1670,California,Del Norte County,11,546
1671,California,Del Norte County,11,549
1672,California,El Dorado County,1,181058
1673,California,El Dorado County,1,9513
1674,California,El Dorado County,1,11126
1675,California,El Dorado County,1,12506
1676,California,El Dorado County,1,12522
1677,California,El Dorado County,1,8958
1678,California,El Dorado County,1,8682
1679,California,El Dorado County,1,8562
1680,California,El Dorado County,1,9993
1681,California,El Dorado County,1,12210
1682,California,El Dorado County,1,15516
1683,California,El Dorado County,1,16830
1684,California,El Dorado County,1,15146
1685,California,El Dorado County,1,12970
1686,California,El Dorado County,1,9141
1687,California,El Dorado County,1,6296
1688,California,El Dorado County,1,4656
1689,California,El Dorado County,1,3313
1690,California,El Dorado County,1,3118
1691,California,El Dorado County,2,181058
1692,California,El Dorado County,2,9513
1693,California,El Dorado County,2,11126
1694,California,El Dorado County,2,12506
1695,California,El Dorado County,2,12522
1696,California,El Dorado County,2,8958
1697,California,El Dorado County,2,8682
1698,California,El Dorado County,2,8562
1699,California,El Dorado County,2,9993
1700,California,El Dorado County,2,12210
1701,California,El Dorado County,2,15516
1702,California,El Dorado County,2,16831
1703,California,El Dorado County,2,15145
1704,California,El Dorado County,2,12970
1705,California,El Dorado County,2,9141
1706,California,El Dorado County,2,6296
1707,California,El Dorado County,2,4656
1708,California,El Dorado County,2,3313
1709,California,El Dorado County,2,3118
1710,California,El Dorado County,3,181133
1711,California,El Dorado County,3,9407
1712,California,El Dorado County,3,11095
1713,California,El Dorado County,3,12431
1714,California,El Dorado County,3,12463
1715,California,El Dorado County,3,9067
1716,California,El Dorado County,3,8704
1717,California,El Dorado County,3,8598
1718,California,El Dorado County,3,9878
1719,California,El Dorado County,3,12156
1720,California,El Dorado County,3,15359
1721,California,El Dorado County,3,16828
1722,California,El Dorado County,3,15208
1723,California,El Dorado County,3,13162
1724,California,El Dorado County,3,9232
1725,California,El Dorado County,3,6382
1726,California,El Dorado County,3,4661
1727,California,El Dorado County,3,3341
1728,California,El Dorado County,3,3161
1729,California,El Dorado County,4,180918
1730,California,El Dorado County,4,8915
1731,California,El Dorado County,4,10997
1732,California,El Dorado County,4,12193
1733,California,El Dorado County,4,12203
1734,California,El Dorado County,4,9564
1735,California,El Dorado County,4,8671
1736,California,El Dorado County,4,8635
1737,California,El Dorado County,4,9260
1738,California,El Dorado County,4,11868
1739,California,El Dorado County,4,14584
1740,California,El Dorado County,4,16832
1741,California,El Dorado County,4,15443
1742,California,El Dorado County,4,13909
1743,California,El Dorado County,4,9648
1744,California,El Dorado County,4,6730
1745,California,El Dorado County,4,4694
1746,California,El Dorado County,4,3439
1747,California,El Dorado County,4,3333
1748,California,El Dorado County,5,180578
1749,California,El Dorado County,5,8578
1750,California,El Dorado County,5,10911
1751,California,El Dorado County,5,11906
1752,California,El Dorado County,5,11938
1753,California,El Dorado County,5,9849
1754,California,El Dorado County,5,8523
1755,California,El Dorado County,5,8833
1756,California,El Dorado County,5,8992
1757,California,El Dorado County,5,11568
1758,California,El Dorado County,5,13618
1759,California,El Dorado County,5,16557
1760,California,El Dorado County,5,15741
1761,California,El Dorado County,5,13863
1762,California,El Dorado County,5,10767
1763,California,El Dorado County,5,7155
1764,California,El Dorado County,5,4847
1765,California,El Dorado County,5,3501
1766,California,El Dorado County,5,3431
1767,California,El Dorado County,6,181497
1768,California,El Dorado County,6,8340
1769,California,El Dorado County,6,10714
1770,California,El Dorado County,6,11887
1771,California,El Dorado County,6,11742
1772,California,El Dorado County,6,9973
1773,California,El Dorado County,6,8540
1774,California,El Dorado County,6,9103
1775,California,El Dorado County,6,9018
1776,California,El Dorado County,6,11368
1777,California,El Dorado County,6,12881
1778,California,El Dorado County,6,16100
1779,California,El Dorado County,6,16151
1780,California,El Dorado County,6,14269
1781,California,El Dorado County,6,11302
1782,California,El Dorado County,6,7782
1783,California,El Dorado County,6,5094
1784,California,El Dorado County,6,3630
1785,California,El Dorado County,6,3603
1786,California,El Dorado County,7,183161
1787,California,El Dorado County,7,8462
1788,California,El Dorado County,7,10592
1789,California,El Dorado County,7,11695
1790,California,El Dorado County,7,11651
1791,California,El Dorado County,7,10168
1792,California,El Dorado County,7,8811
1793,California,El Dorado County,7,9245
1794,California,El Dorado County,7,9259
1795,California,El Dorado County,7,10950
1796,California,El Dorado County,7,12515
1797,California,El Dorado County,7,15645
1798,California,El Dorado County,7,16376
1799,California,El Dorado County,7,14566
1800,California,El Dorado County,7,12105
1801,California,El Dorado County,7,8197
1802,California,El Dorado County,7,5405
1803,California,El Dorado County,7,3748
1804,California,El Dorado County,7,3771
1805,California,El Dorado County,8,184660
1806,California,El Dorado County,8,8676
1807,California,El Dorado County,8,10312
1808,California,El Dorado County,8,11603
1809,California,El Dorado County,8,11462
1810,California,El Dorado County,8,10170
1811,California,El Dorado County,8,9004
1812,California,El Dorado County,8,9418
1813,California,El Dorado County,8,9630
1814,California,El Dorado County,8,10594
1815,California,El Dorado County,8,12429
1816,California,El Dorado County,8,15118
1817,California,El Dorado County,8,16567
1818,California,El Dorado County,8,14746
1819,California,El Dorado County,8,12865
1820,California,El Dorado County,8,8647
1821,California,El Dorado County,8,5694
1822,California,El Dorado County,8,3820
1823,California,El Dorado County,8,3905
1824,California,El Dorado County,9,186082
1825,California,El Dorado County,9,8663
1826,California,El Dorado County,9,10126
1827,California,El Dorado County,9,11683
1828,California,El Dorado County,9,11236
1829,California,El Dorado County,9,9930
1830,California,El Dorado County,9,9117
1831,California,El Dorado County,9,9515
1832,California,El Dorado County,9,9981
1833,California,El Dorado County,9,10232
1834,California,El Dorado County,9,12465
1835,California,El Dorado County,9,14573
1836,California,El Dorado County,9,16698
1837,California,El Dorado County,9,15119
1838,California,El Dorado County,9,13623
1839,California,El Dorado County,9,9135
1840,California,El Dorado County,9,6040
1841,California,El Dorado County,9,3843
1842,California,El Dorado County,9,4103
1843,California,El Dorado County,10,188722
1844,California,El Dorado County,10,8712
1845,California,El Dorado County,10,10120
1846,California,El Dorado County,10,11840
1847,California,El Dorado County,10,11140
1848,California,El Dorado County,10,9693
1849,California,El Dorado County,10,9641
1850,California,El Dorado County,10,9624
1851,California,El Dorado County,10,10529
1852,California,El Dorado County,10,10218
1853,California,El Dorado County,10,12307
1854,California,El Dorado County,10,13955
1855,California,El Dorado County,10,16621
1856,California,El Dorado County,10,15770
1857,California,El Dorado County,10,13685
1858,California,El Dorado County,10,10245
1859,California,El Dorado County,10,6403
1860,California,El Dorado County,10,3967
1861,California,El Dorado County,10,4252
1862,California,El Dorado County,11,190678
1863,California,El Dorado County,11,8704
1864,California,El Dorado County,11,10164
1865,California,El Dorado County,11,11802
1866,California,El Dorado County,11,11103
1867,California,El Dorado County,11,9554
1868,California,El Dorado County,11,9649
1869,California,El Dorado County,11,9799
1870,California,El Dorado County,11,10898
1871,California,El Dorado County,11,10515
1872,California,El Dorado County,11,12189
1873,California,El Dorado County,11,13360
1874,California,El Dorado County,11,16346
1875,California,El Dorado County,11,16206
1876,California,El Dorado County,11,14190
1877,California,El Dorado County,11,10754
1878,California,El Dorado County,11,6926
1879,California,El Dorado County,11,4191
1880,California,El Dorado County,11,4328
1881,California,Fresno County,1,930450
1882,California,Fresno County,1,78980
1883,California,Fresno County,1,75040
1884,California,Fresno County,1,75409
1885,California,Fresno County,1,81306
1886,California,Fresno County,1,75290
1887,California,Fresno County,1,70495
1888,California,Fresno County,1,62234
1889,California,Fresno County,1,57710
1890,California,Fresno County,1,56659
1891,California,Fresno County,1,59046
1892,California,Fresno County,1,56006
1893,California,Fresno County,1,48907
1894,California,Fresno County,1,39947
1895,California,Fresno County,1,28529
1896,California,Fresno County,1,20970
1897,California,Fresno County,1,16700
1898,California,Fresno County,1,13604
1899,California,Fresno County,1,13618
1900,California,Fresno County,2,930496
1901,California,Fresno County,2,78984
1902,California,Fresno County,2,75043
1903,California,Fresno County,2,75412
1904,California,Fresno County,2,81313
1905,California,Fresno County,2,75297
1906,California,Fresno County,2,70498
1907,California,Fresno County,2,62238
1908,California,Fresno County,2,57714
1909,California,Fresno County,2,56658
1910,California,Fresno County,2,59046
1911,California,Fresno County,2,56008
1912,California,Fresno County,2,48909
1913,California,Fresno County,2,39950
1914,California,Fresno County,2,28528
1915,California,Fresno County,2,20972
1916,California,Fresno County,2,16704
1917,California,Fresno County,2,13604
1918,California,Fresno County,2,13618
1919,California,Fresno County,3,932063
1920,California,Fresno County,3,79104
1921,California,Fresno County,3,75182
1922,California,Fresno County,3,75249
1923,California,Fresno County,3,80414
1924,California,Fresno County,3,75935
1925,California,Fresno County,3,70702
1926,California,Fresno County,3,62652
1927,California,Fresno County,3,57657
1928,California,Fresno County,3,56728
1929,California,Fresno County,3,58802
1930,California,Fresno County,3,56230
1931,California,Fresno County,3,49157
1932,California,Fresno County,3,40379
1933,California,Fresno County,3,28774
1934,California,Fresno County,3,21104
1935,California,Fresno County,3,16652
1936,California,Fresno County,3,13640
1937,California,Fresno County,3,13702
1938,California,Fresno County,4,939479
1939,California,Fresno County,4,79734
1940,California,Fresno County,4,75979
1941,California,Fresno County,4,74837
1942,California,Fresno County,4,77212
1943,California,Fresno County,4,78225
1944,California,Fresno County,4,71373
1945,California,Fresno County,4,64166
1946,California,Fresno County,4,57443
1947,California,Fresno County,4,57038
1948,California,Fresno County,4,57706
1949,California,Fresno County,4,57139
1950,California,Fresno County,4,50013
1951,California,Fresno County,4,42462
1952,California,Fresno County,4,29882
1953,California,Fresno County,4,21694
1954,California,Fresno County,4,16810
1955,California,Fresno County,4,13637
1956,California,Fresno County,4,14129
1957,California,Fresno County,5,945349
1958,California,Fresno County,5,79580
1959,California,Fresno County,5,77389
1960,California,Fresno County,5,74162
1961,California,Fresno County,5,75006
1962,California,Fresno County,5,79312
1963,California,Fresno County,5,71669
1964,California,Fresno County,5,65732
1965,California,Fresno County,5,57735
1966,California,Fresno County,5,57032
1967,California,Fresno County,5,56822
1968,California,Fresno County,5,57211
1969,California,Fresno County,5,50958
1970,California,Fresno County,5,42994
1971,California,Fresno County,5,32169
1972,California,Fresno County,5,22549
1973,California,Fresno County,5,17014
1974,California,Fresno County,5,13567
1975,California,Fresno County,5,14448
1976,California,Fresno County,6,952029
1977,California,Fresno County,6,78903
1978,California,Fresno County,6,78665
1979,California,Fresno County,6,74203
1980,California,Fresno County,6,73639
1981,California,Fresno County,6,79097
1982,California,Fresno County,6,72504
1983,California,Fresno County,6,67211
1984,California,Fresno County,6,58707
1985,California,Fresno County,6,56796
1986,California,Fresno County,6,56050
1987,California,Fresno County,6,57381
1988,California,Fresno County,6,51986
1989,California,Fresno County,6,43920
1990,California,Fresno County,6,33807
1991,California,Fresno County,6,23805
1992,California,Fresno County,6,17336
1993,California,Fresno County,6,13444
1994,California,Fresno County,6,14575
1995,California,Fresno County,7,961311
1996,California,Fresno County,7,79486
1997,California,Fresno County,7,79033
1998,California,Fresno County,7,74694
1999,California,Fresno County,7,72507
2000,California,Fresno County,7,78519
2001,California,Fresno County,7,74561
2002,California,Fresno County,7,68287
2003,California,Fresno County,7,59946
2004,California,Fresno County,7,56584
2005,California,Fresno County,7,55482
2006,California,Fresno County,7,57606
2007,California,Fresno County,7,52855
2008,California,Fresno County,7,45030
2009,California,Fresno County,7,35547
2010,California,Fresno County,7,25026
2011,California,Fresno County,7,17898
2012,California,Fresno County,7,13322
2013,California,Fresno County,7,14928
2014,California,Fresno County,8,970442
2015,California,Fresno County,8,79576
2016,California,Fresno County,8,79490
2017,California,Fresno County,8,75161
2018,California,Fresno County,8,72327
2019,California,Fresno County,8,76534
2020,California,Fresno County,8,76985
2021,California,Fresno County,8,68979
2022,California,Fresno County,8,61794
2023,California,Fresno County,8,56603
2024,California,Fresno County,8,55584
2025,California,Fresno County,8,56898
2026,California,Fresno County,8,53708
2027,California,Fresno County,8,46202
2028,California,Fresno County,8,37491
2029,California,Fresno County,8,26103
2030,California,Fresno County,8,18511
2031,California,Fresno County,8,13207
2032,California,Fresno County,8,15289
2033,California,Fresno County,9,977956
2034,California,Fresno County,9,78850
2035,California,Fresno County,9,80279
2036,California,Fresno County,9,76343
2037,California,Fresno County,9,71911
2038,California,Fresno County,9,73552
2039,California,Fresno County,9,79143
2040,California,Fresno County,9,70230
2041,California,Fresno County,9,63386
2042,California,Fresno County,9,56556
2043,California,Fresno County,9,55975
2044,California,Fresno County,9,55814
2045,California,Fresno County,9,54568
2046,California,Fresno County,9,46914
2047,California,Fresno County,9,39285
2048,California,Fresno County,9,27078
2049,California,Fresno County,9,19014
2050,California,Fresno County,9,13374
2051,California,Fresno County,9,15684
2052,California,Fresno County,10,986542
2053,California,Fresno County,10,77974
2054,California,Fresno County,10,80696
2055,California,Fresno County,10,78070
2056,California,Fresno County,10,71427
2057,California,Fresno County,10,71710
2058,California,Fresno County,10,80635
2059,California,Fresno County,10,71073
2060,California,Fresno County,10,65338
2061,California,Fresno County,10,57420
2062,California,Fresno County,10,56050
2063,California,Fresno County,10,55134
2064,California,Fresno County,10,54828
2065,California,Fresno County,10,47951
2066,California,Fresno County,10,39831
2067,California,Fresno County,10,29180
2068,California,Fresno County,10,19741
2069,California,Fresno County,10,13686
2070,California,Fresno County,10,15798
2071,California,Fresno County,11,994400
2072,California,Fresno County,11,77299
2073,California,Fresno County,11,80577
2074,California,Fresno County,11,79551
2075,California,Fresno County,11,71727
2076,California,Fresno County,11,70764
2077,California,Fresno County,11,80417
2078,California,Fresno County,11,72036
2079,California,Fresno County,11,67102
2080,California,Fresno County,11,58541
2081,California,Fresno County,11,55843
2082,California,Fresno County,11,54618
2083,California,Fresno County,11,54997
2084,California,Fresno County,11,48815
2085,California,Fresno County,11,40669
2086,California,Fresno County,11,30698
2087,California,Fresno County,11,20902
2088,California,Fresno County,11,14028
2089,California,Fresno County,11,15816
2090,California,Glenn County,1,28122
2091,California,Glenn County,1,2178
2092,California,Glenn County,1,2115
2093,California,Glenn County,1,2227
2094,California,Glenn County,1,2156
2095,California,Glenn County,1,1770
2096,California,Glenn County,1,1818
2097,California,Glenn County,1,1692
2098,California,Glenn County,1,1635
2099,California,Glenn County,1,1708
2100,California,Glenn County,1,1909
2101,California,Glenn County,1,1926
2102,California,Glenn County,1,1817
2103,California,Glenn County,1,1434
2104,California,Glenn County,1,1165
2105,California,Glenn County,1,881
2106,California,Glenn County,1,673
2107,California,Glenn County,1,512
2108,California,Glenn County,1,506
2109,California,Glenn County,2,28122
2110,California,Glenn County,2,2178
2111,California,Glenn County,2,2115
2112,California,Glenn County,2,2227
2113,California,Glenn County,2,2156
2114,California,Glenn County,2,1770
2115,California,Glenn County,2,1818
2116,California,Glenn County,2,1692
2117,California,Glenn County,2,1635
2118,California,Glenn County,2,1708
2119,California,Glenn County,2,1909
2120,California,Glenn County,2,1926
2121,California,Glenn County,2,1817
2122,California,Glenn County,2,1434
2123,California,Glenn County,2,1165
2124,California,Glenn County,2,881
2125,California,Glenn County,2,673
2126,California,Glenn County,2,512
2127,California,Glenn County,2,506
2128,California,Glenn County,3,28126
2129,California,Glenn County,3,2165
2130,California,Glenn County,3,2117
2131,California,Glenn County,3,2210
2132,California,Glenn County,3,2150
2133,California,Glenn County,3,1788
2134,California,Glenn County,3,1798
2135,California,Glenn County,3,1695
2136,California,Glenn County,3,1628
2137,California,Glenn County,3,1708
2138,California,Glenn County,3,1897
2139,California,Glenn County,3,1927
2140,California,Glenn County,3,1826
2141,California,Glenn County,3,1459
2142,California,Glenn County,3,1162
2143,California,Glenn County,3,893
2144,California,Glenn County,3,673
2145,California,Glenn County,3,515
2146,California,Glenn County,3,515
2147,California,Glenn County,4,28144
2148,California,Glenn County,4,2163
2149,California,Glenn County,4,2103
2150,California,Glenn County,4,2161
2151,California,Glenn County,4,2135
2152,California,Glenn County,4,1829
2153,California,Glenn County,4,1789
2154,California,Glenn County,4,1719
2155,California,Glenn County,4,1602
2156,California,Glenn County,4,1660
2157,California,Glenn County,4,1837
2158,California,Glenn County,4,1920
2159,California,Glenn County,4,1881
2160,California,Glenn County,4,1546
2161,California,Glenn County,4,1138
2162,California,Glenn County,4,932
2163,California,Glenn County,4,685
2164,California,Glenn County,4,525
2165,California,Glenn County,4,519
2166,California,Glenn County,5,27860
2167,California,Glenn County,5,2078
2168,California,Glenn County,5,2083
2169,California,Glenn County,5,2110
2170,California,Glenn County,5,2122
2171,California,Glenn County,5,1812
2172,California,Glenn County,5,1704
2173,California,Glenn County,5,1743
2174,California,Glenn County,5,1604
2175,California,Glenn County,5,1588
2176,California,Glenn County,5,1751
2177,California,Glenn County,5,1911
2178,California,Glenn County,5,1872
2179,California,Glenn County,5,1589
2180,California,Glenn County,5,1184
2181,California,Glenn County,5,965
2182,California,Glenn County,5,695
2183,California,Glenn County,5,530
2184,California,Glenn County,5,519
2185,California,Glenn County,6,27826
2186,California,Glenn County,6,2027
2187,California,Glenn County,6,2105
2188,California,Glenn County,6,2062
2189,California,Glenn County,6,2086
2190,California,Glenn County,6,1801
2191,California,Glenn County,6,1737
2192,California,Glenn County,6,1727
2193,California,Glenn County,6,1610
2194,California,Glenn County,6,1577
2195,California,Glenn County,6,1665
2196,California,Glenn County,6,1917
2197,California,Glenn County,6,1898
2198,California,Glenn County,6,1584
2199,California,Glenn County,6,1216
2200,California,Glenn County,6,1014
2201,California,Glenn County,6,711
2202,California,Glenn County,6,546
2203,California,Glenn County,6,543
2204,California,Glenn County,7,27857
2205,California,Glenn County,7,2006
2206,California,Glenn County,7,2172
2207,California,Glenn County,7,2014
2208,California,Glenn County,7,2102
2209,California,Glenn County,7,1771
2210,California,Glenn County,7,1790
2211,California,Glenn County,7,1734
2212,California,Glenn County,7,1623
2213,California,Glenn County,7,1560
2214,California,Glenn County,7,1570
2215,California,Glenn County,7,1918
2216,California,Glenn County,7,1866
2217,California,Glenn County,7,1631
2218,California,Glenn County,7,1258
