,STNAME,CTYNAME,YEAR,TOT_POP
0,California,Alameda County,1,1510271
1,California,Alameda County,1,97652
2,California,Alameda County,1,94546
3,California,Alameda County,1,91070
4,California,Alameda County,1,100394
5,California,Alameda County,1,107049
6,California,Alameda County,1,113597
7,California,Alameda County,1,114607
8,California,Alameda County,1,115275
9,California,Alameda County,1,112216
10,California,Alameda County,1,114111
11,California,Alameda County,1,108506
12,California,Alameda County,1,94648
13,California,Alameda County,1,78854
14,California,Alameda County,1,52663
15,California,Alameda County,1,37774
16,California,Alameda County,1,29185
17,California,Alameda County,1,23391
18,California,Alameda County,1,24733
19,California,Alameda County,2,1510258
20,California,Alameda County,2,97650
21,California,Alameda County,2,94546
22,California,Alameda County,2,91070
23,California,Alameda County,2,100394
24,California,Alameda County,2,107047
25,California,Alameda County,2,113597
26,California,Alameda County,2,114607
27,California,Alameda County,2,115273
28,California,Alameda County,2,112216
29,California,Alameda County,2,114109
30,California,Alameda County,2,108502
31,California,Alameda County,2,94648
32,California,Alameda County,2,78852
33,California,Alameda County,2,52663
34,California,Alameda County,2,37775
35,California,Alameda County,2,29185
36,California,Alameda County,2,23391
37,California,Alameda County,2,24733
38,California,Alameda County,3,1513043
39,California,Alameda County,3,97655
40,California,Alameda County,3,94489
41,California,Alameda County,3,90982
42,California,Alameda County,3,99688
43,California,Alameda County,3,107533
44,California,Alameda County,3,113583
45,California,Alameda County,3,114823
46,California,Alameda County,3,114915
47,California,Alameda County,3,112615
48,California,Alameda County,3,113883
49,California,Alameda County,3,108877
50,California,Alameda County,3,95306
51,California,Alameda County,3,79700
52,California,Alameda County,3,53354
53,California,Alameda County,3,38074
54,California,Alameda County,3,29245
55,California,Alameda County,3,23343
56,California,Alameda County,3,24978
57,California,Alameda County,4,1530998
58,California,Alameda County,4,97781
59,California,Alameda County,4,95086
60,California,Alameda County,4,91096
61,California,Alameda County,4,97330
62,California,Alameda County,4,109976
63,California,Alameda County,4,114834
64,California,Alameda County,4,117143
65,California,Alameda County,4,113929
66,California,Alameda County,4,114489
67,California,Alameda County,4,112975
68,California,Alameda County,4,110396
69,California,Alameda County,4,97843
70,California,Alameda County,4,83640
71,California,Alameda County,4,56104
72,California,Alameda County,4,39327
73,California,Alameda County,4,29806
74,California,Alameda County,4,23207
75,California,Alameda County,4,26036
76,California,Alameda County,5,1554138
77,California,Alameda County,5,97503
78,California,Alameda County,5,96701
79,California,Alameda County,5,91314
80,California,Alameda County,5,96365
81,California,Alameda County,5,110721
82,California,Alameda County,5,117114
83,California,Alameda County,5,121049
84,California,Alameda County,5,114918
85,California,Alameda County,5,116501
86,California,Alameda County,5,111786
87,California,Alameda County,5,111603
88,California,Alameda County,5,100490
89,California,Alameda County,5,84845
90,California,Alameda County,5,61763
91,California,Alameda County,5,40995
92,California,Alameda County,5,30371
93,California,Alameda County,5,23262
94,California,Alameda County,5,26837
95,California,Alameda County,6,1580247
96,California,Alameda County,6,97356
97,California,Alameda County,6,98218
98,California,Alameda County,6,92259
99,California,Alameda County,6,95483
100,California,Alameda County,6,110230
101,California,Alameda County,6,121521
102,California,Alameda County,6,125876
103,California,Alameda County,6,116705
104,California,Alameda County,6,117566
105,California,Alameda County,6,110885
106,California,Alameda County,6,112808
107,California,Alameda County,6,103126
108,California,Alameda County,6,86669
109,California,Alameda County,6,65874
110,California,Alameda County,6,43412
111,California,Alameda County,6,31292
112,California,Alameda County,6,23425
113,California,Alameda County,6,27542
114,California,Alameda County,7,1608674
115,California,Alameda County,7,97822
116,California,Alameda County,7,98701
117,California,Alameda County,7,93605
118,California,Alameda County,7,94534
119,California,Alameda County,7,108802
120,California,Alameda County,7,128016
121,California,Alameda County,7,130381
122,California,Alameda County,7,119678
123,California,Alameda County,7,118209
124,California,Alameda County,7,110697
125,California,Alameda County,7,114043
126,California,Alameda County,7,105108
127,California,Alameda County,7,88840
128,California,Alameda County,7,69879
129,California,Alameda County,7,45799
130,California,Alameda County,7,32497
131,California,Alameda County,7,23825
132,California,Alameda County,7,28238
133,California,Alameda County,8,1634634
134,California,Alameda County,8,98179
135,California,Alameda County,8,99065
136,California,Alameda County,8,94235
137,California,Alameda County,8,94102
138,California,Alameda County,8,105887
139,California,Alameda County,8,134291
140,California,Alameda County,8,134294
141,California,Alameda County,8,124120
142,California,Alameda County,8,117688
143,California,Alameda County,8,112720
144,California,Alameda County,8,113200
145,California,Alameda County,8,106884
146,California,Alameda County,8,91166
147,California,Alameda County,8,73754
148,California,Alameda County,8,48318
149,California,Alameda County,8,33639
150,California,Alameda County,8,24218
151,California,Alameda County,8,28874
152,California,Alameda County,9,1650306
153,California,Alameda County,9,97649
154,California,Alameda County,9,98305
155,California,Alameda County,9,94398
156,California,Alameda County,9,93828
157,California,Alameda County,9,103175
158,California,Alameda County,9,138220
159,California,Alameda County,9,137426
160,California,Alameda County,9,127608
161,California,Alameda County,9,116785
162,California,Alameda County,9,114270
163,California,Alameda County,9,111483
164,California,Alameda County,9,107526
165,California,Alameda County,9,93119
166,California,Alameda County,9,76786
167,California,Alameda County,9,50814
168,California,Alameda County,9,34638
169,California,Alameda County,9,24798
170,California,Alameda County,9,29478
171,California,Alameda County,10,1658131
172,California,Alameda County,10,97201
173,California,Alameda County,10,96760
174,California,Alameda County,10,95217
175,California,Alameda County,10,93350
176,California,Alameda County,10,101161
177,California,Alameda County,10,138584
178,California,Alameda County,10,138906
179,California,Alameda County,10,130826
180,California,Alameda County,10,116692
181,California,Alameda County,10,114926
182,California,Alameda County,10,109044
183,California,Alameda County,10,107495
184,California,Alameda County,10,94451
185,California,Alameda County,10,77189
186,California,Alameda County,10,55150
187,California,Alameda County,10,36014
188,California,Alameda County,10,25168
189,California,Alameda County,10,29997
190,California,Alameda County,11,1666753
191,California,Alameda County,11,96716
192,California,Alameda County,11,95425
193,California,Alameda County,11,95370
194,California,Alameda County,11,93570
195,California,Alameda County,11,99446
196,California,Alameda County,11,137553
197,California,Alameda County,11,141644
198,California,Alameda County,11,134126
199,California,Alameda County,11,117048
200,California,Alameda County,11,115151
201,California,Alameda County,11,107012
202,California,Alameda County,11,107380
203,California,Alameda County,11,95802
204,California,Alameda County,11,78175
205,California,Alameda County,11,58232
206,California,Alameda County,11,37876
207,California,Alameda County,11,25807
208,California,Alameda County,11,30420
209,California,Alpine County,1,1175
210,California,Alpine County,1,71
211,California,Alpine County,1,80
212,California,Alpine County,1,69
213,California,Alpine County,1,55
214,California,Alpine County,1,51
215,California,Alpine County,1,50
216,California,Alpine County,1,47
217,California,Alpine County,1,54
218,California,Alpine County,1,82
219,California,Alpine County,1,102
220,California,Alpine County,1,113
221,California,Alpine County,1,125
222,California,Alpine County,1,110
223,California,Alpine County,1,65
224,California,Alpine County,1,44
225,California,Alpine County,1,31
226,California,Alpine County,1,20
227,California,Alpine County,1,6
228,California,Alpine County,2,1175
229,California,Alpine County,2,71
230,California,Alpine County,2,80
231,California,Alpine County,2,69
232,California,Alpine County,2,55
233,California,Alpine County,2,51
234,California,Alpine County,2,50
235,California,Alpine County,2,47
236,California,Alpine County,2,54
237,California,Alpine County,2,82
238,California,Alpine County,2,102
239,California,Alpine County,2,113
240,California,Alpine County,2,125
241,California,Alpine County,2,110
242,California,Alpine County,2,65
243,California,Alpine County,2,44
244,California,Alpine County,2,31
245,California,Alpine County,2,20
246,California,Alpine County,2,6
247,California,Alpine County,3,1161
248,California,Alpine County,3,69
249,California,Alpine County,3,82
250,California,Alpine County,3,67
251,California,Alpine County,3,55
252,California,Alpine County,3,51
253,California,Alpine County,3,48
254,California,Alpine County,3,48
255,California,Alpine County,3,51
256,California,Alpine County,3,80
257,California,Alpine County,3,98
258,California,Alpine County,3,111
259,California,Alpine County,3,127
260,California,Alpine County,3,108
261,California,Alpine County,3,64
262,California,Alpine County,3,43
263,California,Alpine County,3,31
264,California,Alpine County,3,22
265,California,Alpine County,3,6
266,California,Alpine County,4,1093
267,California,Alpine County,4,49
268,California,Alpine County,4,70
269,California,Alpine County,4,59
270,California,Alpine County,4,52
271,California,Alpine County,4,43
272,California,Alpine County,4,51
273,California,Alpine County,4,42
274,California,Alpine County,4,47
275,California,Alpine County,4,75
276,California,Alpine County,4,91
277,California,Alpine County,4,106
278,California,Alpine County,4,121
279,California,Alpine County,4,120
280,California,Alpine County,4,65
281,California,Alpine County,4,35
282,California,Alpine County,4,37
283,California,Alpine County,4,26
284,California,Alpine County,4,4
285,California,Alpine County,5,1110
286,California,Alpine County,5,47
287,California,Alpine County,5,86
288,California,Alpine County,5,72
289,California,Alpine County,5,54
290,California,Alpine County,5,45
291,California,Alpine County,5,52
292,California,Alpine County,5,41
293,California,Alpine County,5,55
294,California,Alpine County,5,69
295,California,Alpine County,5,85
296,California,Alpine County,5,97
297,California,Alpine County,5,116
298,California,Alpine County,5,106
299,California,Alpine County,5,77
300,California,Alpine County,5,34
301,California,Alpine County,5,44
302,California,Alpine County,5,21
303,California,Alpine County,5,9
304,California,Alpine County,6,1127
305,California,Alpine County,6,39
306,California,Alpine County,6,80
307,California,Alpine County,6,80
308,California,Alpine County,6,66
309,California,Alpine County,6,51
310,California,Alpine County,6,55
311,California,Alpine County,6,38
312,California,Alpine County,6,46
313,California,Alpine County,6,68
314,California,Alpine County,6,75
315,California,Alpine County,6,102
316,California,Alpine County,6,111
317,California,Alpine County,6,108
318,California,Alpine County,6,90
319,California,Alpine County,6,37
320,California,Alpine County,6,46
321,California,Alpine County,6,25
322,California,Alpine County,6,10
323,California,Alpine County,7,1082
324,California,Alpine County,7,34
325,California,Alpine County,7,72
326,California,Alpine County,7,72
327,California,Alpine County,7,68
328,California,Alpine County,7,47
329,California,Alpine County,7,48
330,California,Alpine County,7,42
331,California,Alpine County,7,47
332,California,Alpine County,7,67
333,California,Alpine County,7,69
334,California,Alpine County,7,96
335,California,Alpine County,7,97
336,California,Alpine County,7,106
337,California,Alpine County,7,99
338,California,Alpine County,7,45
339,California,Alpine County,7,38
340,California,Alpine County,7,23
341,California,Alpine County,7,12
342,California,Alpine County,8,1087
343,California,Alpine County,8,39
344,California,Alpine County,8,62
345,California,Alpine County,8,68
346,California,Alpine County,8,64
347,California,Alpine County,8,55
348,California,Alpine County,8,60
349,California,Alpine County,8,36
350,California,Alpine County,8,42
351,California,Alpine County,8,58
352,California,Alpine County,8,77
353,California,Alpine County,8,99
354,California,Alpine County,8,93
355,California,Alpine County,8,106
356,California,Alpine County,8,98
357,California,Alpine County,8,55
358,California,Alpine County,8,33
359,California,Alpine County,8,25
360,California,Alpine County,8,17
361,California,Alpine County,9,1057
362,California,Alpine County,9,34
363,California,Alpine County,9,56
364,California,Alpine County,9,63
365,California,Alpine County,9,61
366,California,Alpine County,9,54
367,California,Alpine County,9,56
368,California,Alpine County,9,42
369,California,Alpine County,9,31
370,California,Alpine County,9,43
371,California,Alpine County,9,88
372,California,Alpine County,9,84
373,California,Alpine County,9,102
374,California,Alpine County,9,101
375,California,Alpine County,9,110
376,California,Alpine County,9,56
377,California,Alpine County,9,26
378,California,Alpine County,9,29
379,California,Alpine County,9,21
380,California,Alpine County,10,1121
381,California,Alpine County,10,40
382,California,Alpine County,10,52
383,California,Alpine County,10,76
384,California,Alpine County,10,69
385,California,Alpine County,10,61
386,California,Alpine County,10,64
387,California,Alpine County,10,50
388,California,Alpine County,10,40
389,California,Alpine County,10,50
390,California,Alpine County,10,72
391,California,Alpine County,10,79
392,California,Alpine County,10,112
393,California,Alpine County,10,97
394,California,Alpine County,10,109
395,California,Alpine County,10,71
396,California,Alpine County,10,29
397,California,Alpine County,10,29
398,California,Alpine County,10,21
399,California,Alpine County,11,1101
400,California,Alpine County,11,44
401,California,Alpine County,11,36
402,California,Alpine County,11,69
403,California,Alpine County,11,70
404,California,Alpine County,11,60
405,California,Alpine County,11,55
406,California,Alpine County,11,54
407,California,Alpine County,11,36
408,California,Alpine County,11,47
409,California,Alpine County,11,63
410,California,Alpine County,11,70
411,California,Alpine County,11,114
412,California,Alpine County,11,103
413,California,Alpine County,11,115
414,California,Alpine County,11,78
415,California,Alpine County,11,36
416,California,Alpine County,11,28
417,California,Alpine County,11,23
418,California,Amador County,1,38091
419,California,Amador County,1,1431
420,California,Amador County,1,1655
421,California,Amador County,1,1881
422,California,Amador County,1,2288
423,California,Amador County,1,1648
424,California,Amador County,1,1778
425,California,Amador County,1,1862
426,California,Amador County,1,2048
427,California,Amador County,1,2470
428,California,Amador County,1,3114
429,California,Amador County,1,3255
430,California,Amador County,1,3405
431,California,Amador County,1,3391
432,California,Amador County,1,2533
433,California,Amador County,1,1922
434,California,Amador County,1,1312
435,California,Amador County,1,1096
436,California,Amador County,1,1002
437,California,Amador County,2,38091
438,California,Amador County,2,1431
439,California,Amador County,2,1655
440,California,Amador County,2,1881
441,California,Amador County,2,2288
442,California,Amador County,2,1648
443,California,Amador County,2,1778
444,California,Amador County,2,1862
445,California,Amador County,2,2048
446,California,Amador County,2,2470
447,California,Amador County,2,3114
448,California,Amador County,2,3255
449,California,Amador County,2,3405
450,California,Amador County,2,3391
451,California,Amador County,2,2533
452,California,Amador County,2,1922
453,California,Amador County,2,1312
454,California,Amador County,2,1096
455,California,Amador County,2,1002
456,California,Amador County,3,37884
457,California,Amador County,3,1433
458,California,Amador County,3,1635
459,California,Amador County,3,1849
460,California,Amador County,3,2224
461,California,Amador County,3,1653
462,California,Amador County,3,1763
463,California,Amador County,3,1859
464,California,Amador County,3,2012
465,California,Amador County,3,2436
466,California,Amador County,3,3064
467,California,Amador County,3,3226
468,California,Amador County,3,3396
469,California,Amador County,3,3400
470,California,Amador County,3,2564
471,California,Amador County,3,1934
472,California,Amador County,3,1329
473,California,Amador County,3,1087
474,California,Amador County,3,1020
475,California,Amador County,4,37538
476,California,Amador County,4,1376
477,California,Amador County,4,1611
478,California,Amador County,4,1778
479,California,Amador County,4,2135
480,California,Amador County,4,1657
481,California,Amador County,4,1767
482,California,Amador County,4,1892
483,California,Amador County,4,1936
484,California,Amador County,4,2399
485,California,Amador County,4,2895
486,California,Amador County,4,3167
487,California,Amador County,4,3362
488,California,Amador County,4,3461
489,California,Amador County,4,2694
490,California,Amador County,4,1959
491,California,Amador County,4,1358
492,California,Amador County,4,1063
493,California,Amador County,4,1028
494,California,Amador County,5,37101
495,California,Amador County,5,1368
496,California,Amador County,5,1559
497,California,Amador County,5,1711
498,California,Amador County,5,1876
499,California,Amador County,5,1670
500,California,Amador County,5,1749
501,California,Amador County,5,1919
502,California,Amador County,5,1905
503,California,Amador County,5,2292
504,California,Amador County,5,2716
505,California,Amador County,5,3149
506,California,Amador County,5,3301
507,California,Amador County,5,3329
508,California,Amador County,5,2987
509,California,Amador County,5,2053
510,California,Amador County,5,1423
511,California,Amador County,5,1015
512,California,Amador County,5,1079
513,California,Amador County,6,36625
514,California,Amador County,6,1356
515,California,Amador County,6,1521
516,California,Amador County,6,1689
517,California,Amador County,6,1773
518,California,Amador County,6,1706
519,California,Amador County,6,1705
520,California,Amador County,6,1871
521,California,Amador County,6,1822
522,California,Amador County,6,2180
523,California,Amador County,6,2489
524,California,Amador County,6,3059
525,California,Amador County,6,3196
526,California,Amador County,6,3383
527,California,Amador County,6,3123
528,California,Amador County,6,2130
529,California,Amador County,6,1510
530,California,Amador County,6,992
531,California,Amador County,6,1120
532,California,Amador County,7,36738
533,California,Amador County,7,1412
534,California,Amador County,7,1504
535,California,Amador County,7,1656
536,California,Amador County,7,1708
537,California,Amador County,7,1747
538,California,Amador County,7,1723
539,California,Amador County,7,1919
540,California,Amador County,7,1852
541,California,Amador County,7,2107
542,California,Amador County,7,2376
543,California,Amador County,7,3004
544,California,Amador County,7,3094
545,California,Amador County,7,3421
546,California,Amador County,7,3241
547,California,Amador County,7,2244
548,California,Amador County,7,1581
549,California,Amador County,7,1003
550,California,Amador County,7,1146
551,California,Amador County,8,37037
552,California,Amador County,8,1477
553,California,Amador County,8,1487
554,California,Amador County,8,1665
555,California,Amador County,8,1715
556,California,Amador County,8,1663
557,California,Amador County,8,1863
558,California,Amador County,8,1914
559,California,Amador County,8,1897
560,California,Amador County,8,2063
561,California,Amador County,8,2368
562,California,Amador County,8,2898
563,California,Amador County,8,3091
564,California,Amador County,8,3379
565,California,Amador County,8,3400
566,California,Amador County,8,2389
567,California,Amador County,8,1646
568,California,Amador County,8,992
569,California,Amador County,8,1130
570,California,Amador County,9,37438
571,California,Amador County,9,1567
572,California,Amador County,9,1549
573,California,Amador County,9,1672
574,California,Amador County,9,1673
575,California,Amador County,9,1622
576,California,Amador County,9,1925
577,California,Amador County,9,1965
578,California,Amador County,9,2031
579,California,Amador County,9,2025
580,California,Amador County,9,2336
581,California,Amador County,9,2788
582,California,Amador County,9,3117
583,California,Amador County,9,3310
584,California,Amador County,9,3544
585,California,Amador County,9,2500
586,California,Amador County,9,1670
587,California,Amador County,9,1034
588,California,Amador County,9,1110
589,California,Amador County,10,38551
590,California,Amador County,10,1601
591,California,Amador County,10,1550
592,California,Amador County,10,1646
593,California,Amador County,10,1688
594,California,Amador County,10,1646
595,California,Amador County,10,2044
596,California,Amador County,10,2074
597,California,Amador County,10,2197
598,California,Amador County,10,2162
599,California,Amador County,10,2448
600,California,Amador County,10,2776
601,California,Amador County,10,3150
602,California,Amador County,10,3321
603,California,Amador County,10,3473
604,California,Amador County,10,2834
605,California,Amador County,10,1741
606,California,Amador County,10,1111
607,California,Amador County,10,1089
608,California,Amador County,11,39383
609,California,Amador County,11,1615
610,California,Amador County,11,1587
611,California,Amador County,11,1688
612,California,Amador County,11,1672
613,California,Amador County,11,1595
614,California,Amador County,11,2165
615,California,Amador County,11,2131
616,California,Amador County,11,2365
617,California,Amador County,11,2266
618,California,Amador County,11,2488
619,California,Amador County,11,2697
620,California,Amador County,11,3140
621,California,Amador County,11,3341
622,California,Amador County,11,3492
623,California,Amador County,11,2997
624,California,Amador County,11,1871
625,California,Amador County,11,1187
626,California,Amador County,11,1086
627,California,Butte County,1,220000
628,California,Butte County,1,12409
629,California,Butte County,1,12439
630,California,Butte County,1,12911
631,California,Butte County,1,17841
632,California,Butte County,1,22818
633,California,Butte County,1,14721
634,California,Butte County,1,11960
635,California,Butte County,1,11482
636,California,Butte County,1,11847
637,California,Butte County,1,13849
638,California,Butte County,1,15028
639,California,Butte County,1,15265
640,California,Butte County,1,13613
641,California,Butte County,1,9805
642,California,Butte County,1,7380
643,California,Butte County,1,5925
644,California,Butte County,1,5037
645,California,Butte County,1,5670
646,California,Butte County,2,220002
647,California,Butte County,2,12409
648,California,Butte County,2,12439
649,California,Butte County,2,12911
650,California,Butte County,2,17841
651,California,Butte County,2,22818
652,California,Butte County,2,14721
653,California,Butte County,2,11960
654,California,Butte County,2,11482
655,California,Butte County,2,11847
656,California,Butte County,2,13849
657,California,Butte County,2,15030
658,California,Butte County,2,15265
659,California,Butte County,2,13613
660,California,Butte County,2,9805
661,California,Butte County,2,7380
662,California,Butte County,2,5925
663,California,Butte County,2,5037
664,California,Butte County,2,5670
665,California,Butte County,3,219945
666,California,Butte County,3,12397
667,California,Butte County,3,12399
668,California,Butte County,3,12866
669,California,Butte County,3,17443
670,California,Butte County,3,23239
671,California,Butte County,3,14688
672,California,Butte County,3,12053
673,California,Butte County,3,11393
674,California,Butte County,3,11826
675,California,Butte County,3,13735
676,California,Butte County,3,14969
677,California,Butte County,3,15258
678,California,Butte County,3,13763
679,California,Butte County,3,9872
680,California,Butte County,3,7437
681,California,Butte County,3,5913
682,California,Butte County,3,5004
683,California,Butte County,3,5690
684,California,Butte County,4,219952
685,California,Butte County,4,12280
686,California,Butte County,4,12443
687,California,Butte County,4,12715
688,California,Butte County,4,16377
689,California,Butte County,4,24806
690,California,Butte County,4,14216
691,California,Butte County,4,12405
692,California,Butte County,4,11083
693,California,Butte County,4,11864
694,California,Butte County,4,13107
695,California,Butte County,4,14729
696,California,Butte County,4,15214
697,California,Butte County,4,14364
698,California,Butte County,4,10145
699,California,Butte County,4,7594
700,California,Butte County,4,5943
701,California,Butte County,4,4902
702,California,Butte County,4,5765
703,California,Butte County,5,220873
704,California,Butte County,5,12120
705,California,Butte County,5,12584
706,California,Butte County,5,12600
707,California,Butte County,5,16156
708,California,Butte County,5,26092
709,California,Butte County,5,13604
710,California,Butte County,5,12684
711,California,Butte County,5,11079
712,California,Butte County,5,11777
713,California,Butte County,5,12626
714,California,Butte County,5,14408
715,California,Butte County,5,15188
716,California,Butte County,5,14268
717,California,Butte County,5,11212
718,California,Butte County,5,7836
719,California,Butte County,5,6006
720,California,Butte County,5,4811
721,California,Butte County,5,5822
722,California,Butte County,6,221664
723,California,Butte County,6,12070
724,California,Butte County,6,12600
725,California,Butte County,6,12616
726,California,Butte County,6,15945
727,California,Butte County,6,26491
728,California,Butte County,6,13544
729,California,Butte County,6,13010
730,California,Butte County,6,11269
731,California,Butte County,6,11675
732,California,Butte County,6,12155
733,California,Butte County,6,14110
734,California,Butte County,6,14986
735,California,Butte County,6,14574
736,California,Butte County,6,11793
737,California,Butte County,6,8231
738,California,Butte County,6,6156
739,California,Butte County,6,4662
740,California,Butte County,6,5777
741,California,Butte County,7,223570
742,California,Butte County,7,12306
743,California,Butte County,7,12531
744,California,Butte County,7,12763
745,California,Butte County,7,15775
746,California,Butte County,7,26430
747,California,Butte County,7,13867
748,California,Butte County,7,13457
749,California,Butte County,7,11599
750,California,Butte County,7,11564
751,California,Butte County,7,11875
752,California,Butte County,7,13843
753,California,Butte County,7,14950
754,California,Butte County,7,14793
755,California,Butte County,7,12469
756,California,Butte County,7,8638
757,California,Butte County,7,6306
758,California,Butte County,7,4660
759,California,Butte County,7,5744
760,California,Butte County,8,224812
761,California,Butte County,8,12412
762,California,Butte County,8,12555
763,California,Butte County,8,12706
764,California,Butte County,8,15719
765,California,Butte County,8,25825
766,California,Butte County,8,14627
767,California,Butte County,8,13468
768,California,Butte County,8,12072
769,California,Butte County,8,11393
770,California,Butte County,8,11781
771,California,Butte County,8,13519
772,California,Butte County,8,14833
773,California,Butte County,8,14884
774,California,Butte County,8,13124
775,California,Butte County,8,9023
776,California,Butte County,8,6423
777,California,Butte County,8,4724
778,California,Butte County,8,5724
779,California,Butte County,9,226529
780,California,Butte County,9,12447
781,California,Butte County,9,12605
782,California,Butte County,9,12682
783,California,Butte County,9,15623
784,California,Butte County,9,25222
785,California,Butte County,9,15691
786,California,Butte County,9,13567
787,California,Butte County,9,12568
788,California,Butte County,9,11280
789,California,Butte County,9,11887
790,California,Butte County,9,13027
791,California,Butte County,9,14603
792,California,Butte County,9,15006
793,California,Butte County,9,13908
794,California,Butte County,9,9326
795,California,Butte County,9,6647
796,California,Butte County,9,4741
797,California,Butte County,9,5699
798,California,Butte County,10,229207
799,California,Butte County,10,12610
800,California,Butte County,10,12713
801,California,Butte County,10,12808
802,California,Butte County,10,15609
803,California,Butte County,10,25135
804,California,Butte County,10,16511
805,California,Butte County,10,13406
806,California,Butte County,10,13152
807,California,Butte County,10,11391
808,California,Butte County,10,12027
809,California,Butte County,10,12675
810,California,Butte County,10,14427
811,California,Butte County,10,15161
812,California,Butte County,10,13957
813,California,Butte County,10,10369
814,California,Butte County,10,6841
815,California,Butte County,10,4784
816,California,Butte County,10,5631
817,California,Butte County,11,231256
818,California,Butte County,11,12803
819,California,Butte County,11,12732
820,California,Butte County,11,12963
821,California,Butte County,11,15667
822,California,Butte County,11,25027
823,California,Butte County,11,16833
824,California,Butte County,11,13394
825,California,Butte County,11,13601
826,California,Butte County,11,11685
827,California,Butte County,11,11971
828,California,Butte County,11,12243
829,California,Butte County,11,14305
830,California,Butte County,11,15040
831,California,Butte County,11,14348
832,California,Butte County,11,10990
833,California,Butte County,11,7162
834,California,Butte County,11,4914
835,California,Butte County,11,5578
836,California,Calaveras County,1,45578
837,California,Calaveras County,1,1992
838,California,Calaveras County,1,2239
839,California,Calaveras County,1,2770
840,California,Calaveras County,1,2893
841,California,Calaveras County,1,1883
842,California,Calaveras County,1,1829
843,California,Calaveras County,1,1779
844,California,Calaveras County,1,2017
845,California,Calaveras County,1,2588
846,California,Calaveras County,1,3421
847,California,Calaveras County,1,4144
848,California,Calaveras County,1,4233
849,California,Calaveras County,1,4225
850,California,Calaveras County,1,3307
851,California,Calaveras County,1,2502
852,California,Calaveras County,1,1686
853,California,Calaveras County,1,1098
854,California,Calaveras County,1,972
855,California,Calaveras County,2,45578
856,California,Calaveras County,2,1992
857,California,Calaveras County,2,2239
858,California,Calaveras County,2,2770
859,California,Calaveras County,2,2893
860,California,Calaveras County,2,1883
861,California,Calaveras County,2,1829
862,California,Calaveras County,2,1779
863,California,Calaveras County,2,2017
864,California,Calaveras County,2,2588
865,California,Calaveras County,2,3421
866,California,Calaveras County,2,4144
867,California,Calaveras County,2,4233
868,California,Calaveras County,2,4225
869,California,Calaveras County,2,3307
870,California,Calaveras County,2,2502
871,California,Calaveras County,2,1686
872,California,Calaveras County,2,1098
873,California,Calaveras County,2,972
874,California,Calaveras County,3,45468
875,California,Calaveras County,3,1966
876,California,Calaveras County,3,2210
877,California,Calaveras County,3,2747
878,California,Calaveras County,3,2875
879,California,Calaveras County,3,1899
880,California,Calaveras County,3,1848
881,California,Calaveras County,3,1775
882,California,Calaveras County,3,1991
883,California,Calaveras County,3,2557
884,California,Calaveras County,3,3375
885,California,Calaveras County,3,4128
886,California,Calaveras County,3,4243
887,California,Calaveras County,3,4225
888,California,Calaveras County,3,3338
889,California,Calaveras County,3,2518
890,California,Calaveras County,3,1691
891,California,Calaveras County,3,1105
892,California,Calaveras County,3,977
893,California,Calaveras County,4,45160
894,California,Calaveras County,4,1898
895,California,Calaveras County,4,2118
896,California,Calaveras County,4,2653
897,California,Calaveras County,4,2834
898,California,Calaveras County,4,1942
899,California,Calaveras County,4,1933
900,California,Calaveras County,4,1818
901,California,Calaveras County,4,1874
902,California,Calaveras County,4,2449
903,California,Calaveras County,4,3118
904,California,Calaveras County,4,4005
905,California,Calaveras County,4,4236
906,California,Calaveras County,4,4310
907,California,Calaveras County,4,3455
908,California,Calaveras County,4,2625
909,California,Calaveras County,4,1768
910,California,Calaveras County,4,1129
911,California,Calaveras County,4,995
912,California,Calaveras County,5,44821
913,California,Calaveras County,5,1790
914,California,Calaveras County,5,2138
915,California,Calaveras County,5,2518
916,California,Calaveras County,5,2786
917,California,Calaveras County,5,1954
918,California,Calaveras County,5,1850
919,California,Calaveras County,5,1841
920,California,Calaveras County,5,1841
921,California,Calaveras County,5,2352
922,California,Calaveras County,5,2990
923,California,Calaveras County,5,3809
924,California,Calaveras County,5,4269
925,California,Calaveras County,5,4177
926,California,Calaveras County,5,3758
927,California,Calaveras County,5,2688
928,California,Calaveras County,5,1889
929,California,Calaveras County,5,1126
930,California,Calaveras County,5,1045
931,California,Calaveras County,6,44660
932,California,Calaveras County,6,1744
933,California,Calaveras County,6,2089
934,California,Calaveras County,6,2420
935,California,Calaveras County,6,2717
936,California,Calaveras County,6,2026
937,California,Calaveras County,6,1847
938,California,Calaveras County,6,1896
939,California,Calaveras County,6,1844
940,California,Calaveras County,6,2241
941,California,Calaveras County,6,2782
942,California,Calaveras County,6,3708
943,California,Calaveras County,6,4241
944,California,Calaveras County,6,4205
945,California,Calaveras County,6,3867
946,California,Calaveras County,6,2804
947,California,Calaveras County,6,2022
948,California,Calaveras County,6,1166
949,California,Calaveras County,6,1041
950,California,Calaveras County,7,44673
951,California,Calaveras County,7,1768
952,California,Calaveras County,7,2085
953,California,Calaveras County,7,2331
954,California,Calaveras County,7,2616
955,California,Calaveras County,7,2020
956,California,Calaveras County,7,1921
957,California,Calaveras County,7,1920
958,California,Calaveras County,7,1909
959,California,Calaveras County,7,2151
960,California,Calaveras County,7,2617
961,California,Calaveras County,7,3598
962,California,Calaveras County,7,4168
